"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<long, 1, 1, long>, 16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<long const, long const>, Eigen::TensorMap<Eigen::Tensor<long, 1, 1, long>, 16, Eigen::MakePointer> const, Eigen::TensorMap<Eigen::Tensor<long const, 1, 1, long>, 16, Eigen::MakePointer> const> const> const, Eigen::GpuDevice>, long>(Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<long, 1, 1, long>, 16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<long const, long const>, Eigen::TensorMap<Eigen::Tensor<long, 1, 1, long>, 16, Eigen::MakePointer> const, Eigen::TensorMap<Eigen::Tensor<long const, 1, 1, long>, 16, Eigen::MakePointer> const> const> const, Eigen::GpuDevice>, long) [clone .kd]",10000,52103953,5210,0.06028246934901214
"Cijk_Alik_Bljk_SB_MT96x96x16_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA2_GLVWB2_GRCGA1_GRCGB1_GRPM1_GRVW2_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA2_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_PKA0_SIA3_SLW1_SS1_SU32_SUM0_SUS128_SCIUI1_SPO0_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT3_48_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_8_1_WGM5.kd",4098,51911471,12667,0.060059774340339066
"Cijk_Alik_Bljk_SB_MT128x64x16_MI32x32x2x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA2_GLVWB2_GRCGA1_GRCGB1_GRPM1_GRVW2_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA2_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS2_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO0_SVW2_SNLL0_TSGRA0_TSGRB0_TT2_32_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW2_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG64_4_1_WGM10.kd",3074,51708123,16821,0.059824507745937235
"loop_maximum_fusion_31.kd",10000,51246503,5124,0.05929042939105904
"input_multiply_transpose_fusion.kd",5000,50833686,10166,0.05881281441721528
"loop_add_multiply_fusion_7.kd",15000,50698670,3379,0.058656605580591575
"loop_select_fusion_4.kd",10000,50642020,5064,0.0585910634922855
"input_reduce_fusion_428.kd",10000,50124754,5012,0.057992604642334404
"input_reduce_fusion_508.kd",15000,49923477,3328,0.05775973412321734
"input_transpose_fusion_24.kd",10000,49388441,4938,0.05714071599861136
"input_reduce_fusion_48.kd",10000,46742816,4674,0.05407981948714168
"input_reduce_fusion_529.kd",5000,46643946,9328,0.05396543032084298
"loop_pad_fusion_5.kd",5000,46129548,9225,0.053370289647577875
"loop_select_transpose_fusion_2.kd",5000,45860754,9172,0.05305930429746061
"wrapped_transpose_27.kd",5468,45151963,8257,0.05223925765469714
"input_transpose_fusion_29.kd",10000,44474209,4447,0.05145511974617473
"input_transpose_fusion_1.kd",5000,44464270,8892,0.05144362066734553
"input_slice_fusion_1.kd",5000,44395009,8879,0.05136348808873711
"loop_add_fusion_8.kd",10000,44362025,4436,0.05132532674291738
"loop_multiply_fusion_53.kd",5000,42446357,8489,0.049108965203268296
"input_transpose_fusion_2.kd",5000,42286035,8457,0.04892347820094868
"loop_select_transpose_fusion_1.kd",5000,42269396,8453,0.04890422745412918
"loop_add_multiply_fusion_6.kd",5000,41753076,8350,0.048306863093419694
"Cijk_Ailk_Bljk_SB_MT16x16x32_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA4_GLVWB4_GRCGA1_GRCGB1_GRPM1_GRVW4_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA0_LBSPPB128_LPA0_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU32_SUM0_SUS256_SCIUI1_SPO0_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG16_4_1_WGM10.kd",2050,41642185,20313,0.04817856604638794
"input_transpose_fusion_32.kd",5000,41615305,8323,0.04814746681719699
"wrapped_transpose_86.kd",10000,41406515,4140,0.04790590401724244
"input_reduce_fusion_342.kd",5000,40467960,8093,0.04682002838281866
"void ck::tensor_operation::device::kernel_batched_gemm_xdlops_bwd_weight<ck::GridwiseGemm_bk0mk1_bk0nk1_mn_xdlops_bwd_weight<128, float, float, float, float, (ck::InMemoryDataOperationEnum)1, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, ck::integral_constant<int, 1> >, false>, ck::RightPad<int, int, false>, ck::PassThrough<int>, ck::UnMerge<ck::Tuple<int, int, int>, false>, ck::PassThrough<int>, ck::PassThrough<int>, ck::PassThrough<int>, ck::RightPad<int, int, false>, ck::PassThrough<int> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5>, ck::Sequence<6>, ck::Sequence<8>, ck::Sequence<7> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5, 6, 7>, ck::Sequence<8>, ck::Sequence<9>, ck::Sequence<10>, ck::Sequence<11>, ck::Sequence<12> >, ck::Sequence<9, 10, 11, 12>, long>, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int, int, int>, ck::Tuple<int, int, int, int>, false>, ck::PassThrough<int>, ck::Pad<int, int, int, false>, ck::Pad<int, int, int, false>, ck::PassThrough<int>, ck::PassThrough<int>, ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::PassThrough<int>, ck::Merge_v2_magic_division<ck::Tuple<int, int, int> >, ck::Merge_v2_magic_division<ck::Tuple<int, int, int> >, ck::RightPad<int, int, false>, ck::PassThrough<int>, ck::UnMerge<ck::Tuple<int, int, int>, false>, ck::PassThrough<int>, ck::PassThrough<int>, ck::PassThrough<int>, ck::RightPad<int, int, false>, ck::PassThrough<int> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5>, ck::Sequence<6>, ck::Sequence<7>, ck::Sequence<8>, ck::Sequence<10, 12, 14>, ck::Sequence<9, 11, 13>, ck::Sequence<16>, ck::Sequence<15>, ck::Sequence<17>, ck::Sequence<18>, ck::Sequence<19>, ck::Sequence<20>, ck::Sequence<22>, ck::Sequence<21> >, ck::Tuple<ck::Sequence<1, 2, 3, 4>, ck::Sequence<5>, ck::Sequence<6>, ck::Sequence<7>, ck::Sequence<8>, ck::Sequence<9>, ck::Sequence<10, 11>, ck::Sequence<12, 13>, ck::Sequence<14>, ck::Sequence<15>, ck::Sequence<16>, ck::Sequence<17>, ck::Sequence<18>, ck::Sequence<19, 20, 21>, ck::Sequence<22>, ck::Sequence<23>, ck::Sequence<24>, ck::Sequence<25>, ck::Sequence<26> >, ck::Sequence<23, 24, 25, 26>, long>, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, ck::integral_constant<int, 1> >, false>, ck::RightPad<int, int, false>, ck::RightPad<int, int, false> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4> >, ck::Sequence<3, 4>, long>, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, 128, 32, 4, 32, 32, 4, 2, 1, ck::Sequence<1, 4, 32, 1>, ck::Sequence<0, 3, 1, 2>, ck::Sequence<0, 2, 1, 3>, 2, 4, 4, false, true, 8, 16, 4, ck::Sequence<1, 4, 8, 4>, ck::Sequence<0, 3, 1, 2>, ck::Sequence<0, 2, 1, 3>, 2, 4, 1, false, true, 8, 4, 4, 1, 1, 4, ck::Sequence<1, 32, 1, 4>, true, true, 1, (ck::PipelineVersion)0, float, float>, float, float, float, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, ck::integral_constant<int, 1> >, false>, ck::RightPad<int, int, false>, ck::PassThrough<int>, ck::UnMerge<ck::Tuple<int, int, int>, false>, ck::PassThrough<int>, ck::PassThrough<int>, ck::PassThrough<int>, ck::RightPad<int, int, false>, ck::PassThrough<int> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5>, ck::Sequence<6>, ck::Sequence<8>, ck::Sequence<7> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5, 6, 7>, ck::Sequence<8>, ck::Sequence<9>, ck::Sequence<10>, ck::Sequence<11>, ck::Sequence<12> >, ck::Sequence<9, 10, 11, 12>, long>, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int, int, int>, ck::Tuple<int, int, int, int>, false>, ck::PassThrough<int>, ck::Pad<int, int, int, false>, ck::Pad<int, int, int, false>, ck::PassThrough<int>, ck::PassThrough<int>, ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::PassThrough<int>, ck::Merge_v2_magic_division<ck::Tuple<int, int, int> >, ck::Merge_v2_magic_division<ck::Tuple<int, int, int> >, ck::RightPad<int, int, false>, ck::PassThrough<int>, ck::UnMerge<ck::Tuple<int, int, int>, false>, ck::PassThrough<int>, ck::PassThrough<int>, ck::PassThrough<int>, ck::RightPad<int, int, false>, ck::PassThrough<int> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5>, ck::Sequence<6>, ck::Sequence<7>, ck::Sequence<8>, ck::Sequence<10, 12, 14>, ck::Sequence<9, 11, 13>, ck::Sequence<16>, ck::Sequence<15>, ck::Sequence<17>, ck::Sequence<18>, ck::Sequence<19>, ck::Sequence<20>, ck::Sequence<22>, ck::Sequence<21> >, ck::Tuple<ck::Sequence<1, 2, 3, 4>, ck::Sequence<5>, ck::Sequence<6>, ck::Sequence<7>, ck::Sequence<8>, ck::Sequence<9>, ck::Sequence<10, 11>, ck::Sequence<12, 13>, ck::Sequence<14>, ck::Sequence<15>, ck::Sequence<16>, ck::Sequence<17>, ck::Sequence<18>, ck::Sequence<19, 20, 21>, ck::Sequence<22>, ck::Sequence<23>, ck::Sequence<24>, ck::Sequence<25>, ck::Sequence<26> >, ck::Sequence<23, 24, 25, 26>, long>, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, ck::integral_constant<int, 1> >, false>, ck::RightPad<int, int, false>, ck::RightPad<int, int, false>, ck::UnMerge<ck::Tuple<int, ck::integral_constant<int, 128> >, false>, ck::UnMerge<ck::Tuple<int, ck::integral_constant<int, 32> >, false> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<3>, ck::Sequence<4> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5, 6>, ck::Sequence<7, 8> >, ck::Sequence<5, 6, 7, 8>, long>, ck::BlockToCTileMap_KSplit_M00_N00_M01_N01<128, 32, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, ck::integral_constant<int, 1> >, false>, ck::RightPad<int, int, false>, ck::RightPad<int, int, false> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4> >, ck::Sequence<3, 4>, long>, false>, ck::tensor_operation::device::ComputePtrOffsetOfStridedBatch<1, 1, 0, void>, true>(float const*, float const*, float*, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, int, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, ck::integral_constant<int, 1> >, false>, ck::RightPad<int, int, false>, ck::PassThrough<int>, ck::UnMerge<ck::Tuple<int, int, int>, false>, ck::PassThrough<int>, ck::PassThrough<int>, ck::PassThrough<int>, ck::RightPad<int, int, false>, ck::PassThrough<int> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5>, ck::Sequence<6>, ck::Sequence<8>, ck::Sequence<7> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5, 6, 7>, ck::Sequence<8>, ck::Sequence<9>, ck::Sequence<10>, ck::Sequence<11>, ck::Sequence<12> >, ck::Sequence<9, 10, 11, 12>, long>, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int, int, int>, ck::Tuple<int, int, int, int>, false>, ck::PassThrough<int>, ck::Pad<int, int, int, false>, ck::Pad<int, int, int, false>, ck::PassThrough<int>, ck::PassThrough<int>, ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, int>, false>, ck::PassThrough<int>, ck::Merge_v2_magic_division<ck::Tuple<int, int, int> >, ck::Merge_v2_magic_division<ck::Tuple<int, int, int> >, ck::RightPad<int, int, false>, ck::PassThrough<int>, ck::UnMerge<ck::Tuple<int, int, int>, false>, ck::PassThrough<int>, ck::PassThrough<int>, ck::PassThrough<int>, ck::RightPad<int, int, false>, ck::PassThrough<int> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5>, ck::Sequence<6>, ck::Sequence<7>, ck::Sequence<8>, ck::Sequence<10, 12, 14>, ck::Sequence<9, 11, 13>, ck::Sequence<16>, ck::Sequence<15>, ck::Sequence<17>, ck::Sequence<18>, ck::Sequence<19>, ck::Sequence<20>, ck::Sequence<22>, ck::Sequence<21> >, ck::Tuple<ck::Sequence<1, 2, 3, 4>, ck::Sequence<5>, ck::Sequence<6>, ck::Sequence<7>, ck::Sequence<8>, ck::Sequence<9>, ck::Sequence<10, 11>, ck::Sequence<12, 13>, ck::Sequence<14>, ck::Sequence<15>, ck::Sequence<16>, ck::Sequence<17>, ck::Sequence<18>, ck::Sequence<19, 20, 21>, ck::Sequence<22>, ck::Sequence<23>, ck::Sequence<24>, ck::Sequence<25>, ck::Sequence<26> >, ck::Sequence<23, 24, 25, 26>, long>, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, ck::integral_constant<int, 1> >, false>, ck::RightPad<int, int, false>, ck::RightPad<int, int, false>, ck::UnMerge<ck::Tuple<int, ck::integral_constant<int, 128> >, false>, ck::UnMerge<ck::Tuple<int, ck::integral_constant<int, 32> >, false> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2>, ck::Sequence<3>, ck::Sequence<4> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4>, ck::Sequence<5, 6>, ck::Sequence<7, 8> >, ck::Sequence<5, 6, 7, 8>, long>, ck::BlockToCTileMap_KSplit_M00_N00_M01_N01<128, 32, ck::TensorDescriptor<ck::Tuple<ck::Embed<ck::Tuple<int, int>, ck::Tuple<int, ck::integral_constant<int, 1> >, false>, ck::RightPad<int, int, false>, ck::RightPad<int, int, false> >, ck::Tuple<ck::Sequence<0>, ck::Sequence<1>, ck::Sequence<2> >, ck::Tuple<ck::Sequence<1, 2>, ck::Sequence<3>, ck::Sequence<4> >, ck::Sequence<3, 4>, long>, false>, ck::tensor_operation::device::ComputePtrOffsetOfStridedBatch<1, 1, 0, void>) [clone .kd]",120,39826361,331886,0.04607772055730958
"loop_maximum_fusion_55.kd",5000,37337402,7467,0.04319808118276063
"wrapped_transpose.kd",5468,37264912,6815,0.043114212762967036
"input_reduce_fusion_451.kd",5000,36348928,7269,0.0420544509939476
"loop_select_fusion_2.kd",5000,36069408,7213,0.041731056033253625
"wrapped_transpose_118.kd",5000,35628122,7125,0.04122050341224331
"loop_add_fusion_1.kd",5000,35548771,7109,0.04112869705303457
"input_reduce_fusion_427.kd",5000,35447646,7089,0.04101169892982271
"loop_compare_maximum_fusion_5.kd",5000,34093257,6818,0.03944471775702879
"Cijk_Ailk_Bljk_SB_MT16x16x32_MI16x16x4x1_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA1_GLVWB1_GRCGA1_GRCGB1_GRPM1_GRVW1_GSU5_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA0_LBSPPB128_LPA0_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS0_SU32_SUM0_SUS256_SCIUI1_SPO0_SRVW0_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG16_4_1_WGM1.kd",2050,33649250,16414,0.038931017033242116
"loop_maximum_fusion_30.kd",5000,33640608,6728,0.038921018538499996
"loop_add_fusion_41.kd",5000,33338522,6667,0.03857151549722853
"input_reduce_fusion_473.kd",5000,33186856,6637,0.03839604318716623
"Cijk_Alik_Bljk_SB_MT32x32x16_MI16x16x4x1_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA1_GLVWB1_GRCGA1_GRCGB1_GRPM1_GRVW1_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA2_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_PKA0_SIA3_SLW1_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW2_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_8_1_WGM1.kd",5002,32329257,6463,0.03740383084137275
"input_reduce_fusion_472.kd",5000,30944289,6188,0.03580147082447801
"Cijk_Alik_Bljk_SB_MT32x32x32_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA2_GLVWB2_GRCGA1_GRCGB1_GRPM1_GRVW2_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA128_LBSPPB128_LPA2_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS1_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO0_SVW1_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA1_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG32_8_1_WGM10.kd",4102,29178693,7113,0.033758737392088754
"input_reduce_fusion_129.kd",5000,28836777,5767,0.03336315242006299
"input_reduce_fusion_520.kd",5000,28678220,5735,0.033179707461624394
"loop_multiply_fusion_54.kd",5000,28201574,5640,0.032628244545071225
"loop_add_fusion_2.kd",5468,28174532,5152,0.03259695788749006
"input_reduce_fusion_531.kd",5000,27634528,5526,0.03197219195891755
"wrapped_transpose_29.kd",2340,27476296,11742,0.031789123014224756
"Cijk_Ailk_Bljk_SB_MT16x16x32_MI16x16x4x1_SE_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS0_ASE_ASGT_ASLT_ASM_ASAE01_ASCE01_ASEM1_AAC0_BL1_BS1_CLR0_DTLA0_DTLB0_DTVA0_DTVB0_DVO0_ETSP_EPS0_ELFLR0_EMLL0_FSSC10_FL0_GLVWA2_GLVWB2_GRCGA1_GRCGB1_GRPM1_GRVW2_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPPA0_LBSPPB128_LPA0_LPB2_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_MO40_MMFGLC_MKFGSU256_NTA0_NTB0_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR9_PKA0_SIA3_SLW1_SS0_SU0_SUM0_SUS0_SCIUI1_SPO0_SRVW0_SSO0_SVW4_SNLL0_TSGRA0_TSGRB0_TT1_16_TLDS1_UMLDSA0_UMLDSB1_U64SL1_USFGROn1_VAW1_VSn1_VW1_VWB1_VFLRP0_WSGRA1_WSGRB1_WS64_WG16_4_1_WGM1.kd",2050,27128770,13233,0.03138704746646382
"miopenSp3AsmConv_v30_3_1_gfx9_fp32_f2x3_dilation2.kd",48,26851491,559406,0.031066245265167793
"loop_multiply_fusion_46.kd",5000,26743016,5348,0.030940743446474038
"input_reduce_fusion_381.kd",5000,26289728,5257,0.030416304927072736
"input_reduce_fusion_429.kd",5000,25922053,5184,0.02999091768403768
"loop_add_multiply_fusion_5.kd",5000,25882696,5176,0.029945382997904193
"input_transpose_fusion_15.kd",5000,25247667,5049,0.029210676434887103
"input_reduce_fusion_491.kd",5000,25052624,5010,0.028985018437897137
"loop_reduce_fusion_3.kd",5468,25007497,4573,0.028932808061569015
"loop_multiply_fusion_47.kd",5000,24898855,4979,0.028807113029658184
"input_transpose_fusion_25.kd",5000,24838376,4967,0.02873714092094392
"input_reduce_fusion_502.kd",5000,24766536,4953,0.02865402452864192
"loop_multiply_fusion.kd",5000,24715497,4943,0.028594974173036383
"input_reduce_fusion_505.kd",5000,24564140,4912,0.02841985936527394
"input_reduce_fusion_528.kd",5000,24335657,4867,0.028155512446254752
"input_reduce_fusion_484.kd",5000,24282224,4856,0.028093692315549396
"miopenSp3AsmConv_v30_3_1_gfx9_fp32_f2x3_stride2.kd",56,24221255,432522,0.028023153293803005
"input_transpose_fusion_14.kd",5000,23803491,4760,0.027539814812265518
"input_reduce_fusion_499.kd",5000,23438381,4687,0.02711739518540884
"input_reduce_fusion_483.kd",5000,23411179,4682,0.02708592341336821
"loop_maximum_fusion_1.kd",936,23249090,24838,0.026898392053236818
"input_transpose_fusion_33.kd",5000,23156138,4631,0.026790849808007756
"input_reduce_fusion_530.kd",5000,22950543,4590,0.026552983512415747
"input_reduce_fusion_519.kd",5000,22943167,4588,0.026544449735834186
"input_reduce_fusion_506.kd",5000,22642542,4528,0.02619663702097075
"input_reduce_fusion_514.kd",5000,22205264,4441,0.02569072151717016
"miopenSp3AsmConv_v30_3_1_gfx9_fp32_f3x2_dilation2.kd",48,22182219,462129,0.02566405925017963
"input_reduce_fusion_423.kd",5000,22003178,4400,0.0254569150130674
"loop_multiply_fusion_43.kd",5000,21593584,4318,0.024983028938616595
"input_reduce_fusion_474.kd",5000,21262223,4252,0.024599655736088986
"loop_add_fusion_6.kd",5000,21080776,4216,0.024389727840292478
"wrapped_transpose_2.kd",5468,21070704,3853,0.024378074885068844
"loop_multiply_fusion_45.kd",5000,21067170,4213,0.024373986169445302
